,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
2751,-117.7,34.06,7.0,732.0,145.0,431.0,132.0,2.9107,95300.0
2754,-117.7,34.04,13.0,5301.0,1025.0,2870.0,984.0,3.5954,163000.0
2755,-117.7,34.0,15.0,4905.0,711.0,2711.0,762.0,5.7021,193100.0
2756,-117.7,33.92,4.0,8301.0,1333.0,3941.0,1236.0,6.2141,252200.0
2757,-117.7,33.72,6.0,211.0,51.0,125.0,44.0,1.9659,500001.0
2758,-117.7,33.65,16.0,3388.0,492.0,1249.0,463.0,6.1863,355600.0
2760,-117.7,33.63,16.0,4428.0,745.0,1525.0,682.0,5.2325,286800.0
2761,-117.7,33.62,19.0,2957.0,492.0,1639.0,495.0,5.0686,225600.0
2762,-117.7,33.62,16.0,9653.0,2000.0,4732.0,1922.0,3.7361,197200.0
2764,-117.7,33.6,16.0,2092.0,489.0,877.0,392.0,3.0461,216900.0
2765,-117.7,33.59,11.0,8039.0,1717.0,3445.0,1571.0,4.1678,190900.0
2766,-117.7,33.57,9.0,1204.0,355.0,469.0,293.0,3.6196,119900.0
2767,-117.7,33.57,4.0,3283.0,911.0,1512.0,782.0,3.3125,138500.0
2768,-117.7,33.56,3.0,2443.0,637.0,1033.0,548.0,4.1379,183300.0
2769,-117.7,33.56,2.0,2112.0,305.0,703.0,261.0,6.9343,298500.0
2770,-117.7,33.55,12.0,2459.0,390.0,1054.0,391.0,7.1736,262100.0
2771,-117.7,33.51,2.0,5261.0,763.0,1460.0,599.0,6.8279,279000.0
2772,-117.7,33.5,4.0,7474.0,1037.0,2969.0,1007.0,8.7591,434700.0
2773,-117.7,33.5,4.0,2351.0,445.0,834.0,397.0,5.5677,245400.0
2774,-117.7,33.48,10.0,3458.0,638.0,1156.0,470.0,6.3579,336700.0
2778,-117.71,34.15,17.0,17715.0,2370.0,7665.0,2312.0,7.9068,349100.0
2787,-117.71,34.06,16.0,1458.0,295.0,912.0,331.0,3.625,160400.0
2789,-117.71,34.04,17.0,4098.0,733.0,1859.0,713.0,2.9811,231800.0
2790,-117.71,34.03,11.0,3467.0,749.0,2163.0,676.0,3.4267,164400.0
2791,-117.71,33.97,10.0,10856.0,2278.0,6474.0,2199.0,3.851,137200.0
2792,-117.71,33.64,14.0,2945.0,356.0,1293.0,335.0,8.111,308900.0
2793,-117.71,33.63,16.0,2497.0,500.0,1357.0,456.0,4.5909,241800.0
2797,-117.71,33.6,8.0,3329.0,753.0,1312.0,629.0,3.5521,229800.0
2799,-117.71,33.58,2.0,2530.0,562.0,1066.0,510.0,4.6336,187500.0
2800,-117.71,33.57,6.0,3673.0,881.0,1846.0,768.0,4.877,144300.0
2801,-117.71,33.57,4.0,3289.0,753.0,1285.0,651.0,4.045,226000.0
2802,-117.71,33.54,7.0,4907.0,577.0,1883.0,556.0,10.4415,453800.0
2803,-117.71,33.54,15.0,2460.0,368.0,962.0,320.0,7.3878,318300.0
2804,-117.71,33.52,17.0,2486.0,417.0,876.0,361.0,6.1007,340900.0
2805,-117.71,33.51,11.0,2198.0,252.0,883.0,281.0,13.1477,487000.0
2806,-117.71,33.49,5.0,1680.0,254.0,617.0,231.0,8.583,397700.0
2807,-117.71,33.47,17.0,2681.0,454.0,830.0,410.0,5.5507,345700.0
2808,-117.71,33.47,14.0,3894.0,672.0,1490.0,629.0,6.5206,368500.0
2815,-117.72,34.05,8.0,1841.0,409.0,1243.0,394.0,4.0614,107000.0
2817,-117.72,34.03,17.0,2902.0,476.0,1652.0,479.0,5.6029,161800.0
2818,-117.72,34.02,17.0,1781.0,262.0,860.0,256.0,6.5958,236800.0
2819,-117.72,34.0,15.0,4363.0,690.0,2410.0,666.0,5.4824,179700.0
2820,-117.72,33.99,14.0,5622.0,861.0,3108.0,821.0,5.7763,206700.0
2821,-117.72,33.97,16.0,13290.0,2062.0,6931.0,2023.0,5.228,187800.0
2823,-117.72,33.63,15.0,1362.0,255.0,378.0,202.0,1.9,162500.0
2825,-117.72,33.62,19.0,5777.0,1261.0,1711.0,1225.0,2.7634,86900.0
2826,-117.72,33.62,19.0,1144.0,268.0,365.0,279.0,2.8583,105800.0
2829,-117.72,33.54,13.0,4866.0,812.0,1909.0,733.0,4.9821,244800.0
2830,-117.72,33.53,14.0,1672.0,295.0,704.0,293.0,5.1129,251300.0
2831,-117.72,33.51,17.0,3617.0,597.0,1176.0,571.0,5.133,324000.0
2832,-117.72,33.49,4.0,3623.0,734.0,1129.0,530.0,5.7281,500001.0
2833,-117.72,33.43,5.0,1889.0,359.0,616.0,246.0,3.8992,500001.0
2851,-117.73,33.61,17.0,2612.0,582.0,832.0,564.0,2.6759,120600.0
2852,-117.73,33.61,16.0,590.0,130.0,178.0,121.0,4.8611,186800.0
2853,-117.73,33.53,3.0,6388.0,920.0,2129.0,819.0,7.8915,420600.0
2854,-117.73,33.51,5.0,4549.0,786.0,1238.0,632.0,6.1785,295900.0
2856,-117.73,33.49,17.0,2168.0,290.0,654.0,279.0,9.8321,500001.0
2857,-117.74,35.65,15.0,2357.0,484.0,1110.0,442.0,3.1755,81700.0
2865,-117.74,34.06,4.0,1391.0,506.0,727.0,369.0,1.4722,137500.0
2870,-117.74,33.97,4.0,9755.0,1748.0,4662.0,1583.0,5.6501,254900.0
2871,-117.74,33.89,4.0,37937.0,5471.0,16122.0,5189.0,7.4947,366300.0
2872,-117.74,33.85,4.0,5416.0,820.0,1753.0,583.0,6.9544,314000.0
2873,-117.74,33.73,18.0,328.0,68.0,391.0,60.0,4.1167,87500.0
2874,-117.74,33.62,16.0,4134.0,740.0,2103.0,745.0,5.6877,231400.0
2875,-117.74,33.62,16.0,1889.0,590.0,686.0,537.0,3.4706,241700.0
2876,-117.74,33.61,17.0,2116.0,474.0,662.0,443.0,3.5625,180800.0
2877,-117.74,33.61,16.0,2753.0,576.0,857.0,546.0,3.7422,229800.0
2879,-117.74,33.46,9.0,6564.0,1316.0,1720.0,904.0,4.89,454100.0
2897,-117.75,34.01,4.0,22128.0,3522.0,10450.0,3258.0,6.1287,289600.0
2898,-117.75,33.95,13.0,984.0,127.0,364.0,119.0,7.5839,426900.0
2899,-117.75,33.84,16.0,3491.0,502.0,1496.0,509.0,6.6207,270500.0
2900,-117.75,33.72,10.0,2464.0,347.0,1241.0,366.0,8.7603,362500.0
2901,-117.75,33.71,15.0,2849.0,537.0,878.0,520.0,3.2841,158300.0
2902,-117.75,33.64,9.0,2499.0,492.0,1111.0,542.0,5.5342,182300.0
2903,-117.75,33.61,17.0,2499.0,566.0,781.0,522.0,3.1779,186500.0
2904,-117.75,33.6,5.0,4944.0,1164.0,1727.0,948.0,4.9,255600.0
2906,-117.76,35.63,12.0,2014.0,372.0,1027.0,356.0,3.9261,101300.0
2907,-117.76,35.22,4.0,18.0,3.0,8.0,6.0,1.625,275000.0
2908,-117.76,34.71,15.0,2981.0,625.0,1694.0,540.0,2.9541,106700.0
2909,-117.76,34.13,8.0,16759.0,2274.0,7249.0,2156.0,7.4837,358700.0
2920,-117.76,33.98,3.0,9662.0,1385.0,2497.0,856.0,6.7172,292400.0
2922,-117.76,33.88,9.0,4838.0,759.0,2090.0,695.0,6.6536,307800.0
2923,-117.76,33.87,16.0,3973.0,595.0,1971.0,575.0,6.4265,263700.0
2924,-117.76,33.87,16.0,3182.0,429.0,1663.0,428.0,7.0592,288200.0
2925,-117.76,33.86,14.0,3666.0,442.0,1400.0,433.0,10.1316,500001.0
2926,-117.76,33.84,15.0,3764.0,510.0,1448.0,468.0,8.7124,410500.0
2927,-117.76,33.83,15.0,3086.0,457.0,1262.0,436.0,6.4415,300700.0
2928,-117.76,33.81,2.0,582.0,70.0,199.0,64.0,7.1193,500001.0
2929,-117.76,33.79,4.0,8974.0,1268.0,3754.0,1241.0,8.2653,374000.0
2930,-117.76,33.72,15.0,941.0,266.0,366.0,248.0,4.3636,148400.0
2931,-117.76,33.72,14.0,3011.0,388.0,1359.0,371.0,7.9739,368700.0
2932,-117.76,33.72,11.0,4508.0,618.0,1993.0,573.0,10.4498,386100.0
2933,-117.76,33.71,14.0,4321.0,582.0,2025.0,578.0,8.3634,355100.0
2934,-117.76,33.7,12.0,4025.0,574.0,2042.0,588.0,7.9125,344900.0
2937,-117.76,33.53,18.0,3224.0,561.0,1310.0,580.0,8.4614,391900.0
2941,-117.77,33.85,13.0,5415.0,827.0,2061.0,714.0,7.3681,353100.0
2942,-117.77,33.84,5.0,4380.0,715.0,1913.0,741.0,6.7274,266400.0
2943,-117.77,33.8,16.0,3973.0,483.0,1373.0,452.0,9.8074,417000.0
2944,-117.77,33.76,19.0,3532.0,402.0,1200.0,426.0,11.0124,500001.0
2945,-117.77,33.72,10.0,2815.0,431.0,1181.0,398.0,6.5743,278700.0
2946,-117.77,33.71,5.0,4050.0,584.0,1986.0,598.0,7.5847,375700.0
2947,-117.77,33.71,4.0,1646.0,321.0,859.0,300.0,5.5631,227800.0
2948,-117.77,33.71,13.0,1939.0,247.0,928.0,244.0,8.1111,379800.0
2949,-117.77,33.7,4.0,2446.0,622.0,1315.0,560.0,3.7147,137500.0
2950,-117.77,33.7,3.0,3636.0,749.0,1486.0,696.0,5.5464,207500.0
2951,-117.77,33.7,15.0,1392.0,267.0,681.0,263.0,5.4248,187200.0
2952,-117.77,33.69,15.0,500.0,113.0,261.0,116.0,5.0631,154000.0
2953,-117.77,33.69,14.0,1413.0,372.0,744.0,338.0,3.7988,184100.0
2954,-117.77,33.67,12.0,4329.0,1068.0,1913.0,978.0,4.5094,160200.0
2962,-117.78,34.58,6.0,10263.0,1864.0,6163.0,1781.0,3.8803,120000.0
2963,-117.78,34.13,18.0,7798.0,1161.0,3710.0,1227.0,5.8819,260500.0
2966,-117.78,34.07,18.0,3610.0,772.0,2899.0,765.0,3.9784,113500.0
2969,-117.78,34.03,8.0,32054.0,5290.0,15507.0,5050.0,6.0191,253900.0
2970,-117.78,33.97,2.0,556.0,63.0,179.0,54.0,8.4411,500001.0
2971,-117.78,33.9,14.0,6239.0,901.0,2923.0,904.0,6.5437,268200.0
2972,-117.78,33.89,7.0,9729.0,1210.0,4160.0,1214.0,8.9088,415300.0
2973,-117.78,33.88,16.0,1800.0,238.0,871.0,234.0,6.6678,301900.0
2974,-117.78,33.87,16.0,5609.0,952.0,2624.0,934.0,5.3307,169600.0
2975,-117.78,33.86,16.0,4390.0,660.0,2146.0,633.0,6.1504,266000.0
2976,-117.78,33.85,16.0,3781.0,504.0,1665.0,499.0,7.2554,335600.0
2977,-117.78,33.82,12.0,6208.0,750.0,2443.0,739.0,9.1808,413700.0
2979,-117.78,33.78,6.0,9792.0,1283.0,3744.0,1179.0,10.1714,481500.0
2981,-117.78,33.71,4.0,974.0,232.0,428.0,203.0,4.6141,195400.0
2982,-117.78,33.71,16.0,2207.0,291.0,1081.0,308.0,7.3518,331200.0
2983,-117.78,33.7,16.0,1663.0,250.0,597.0,204.0,5.409,233900.0
2984,-117.78,33.69,16.0,4702.0,806.0,2529.0,814.0,5.1299,238900.0
2985,-117.78,33.69,16.0,3400.0,501.0,1575.0,488.0,6.0961,295500.0
2986,-117.78,33.68,19.0,2500.0,331.0,1027.0,327.0,6.115,315600.0
2987,-117.78,33.68,14.0,1750.0,336.0,852.0,300.0,4.6793,236800.0
2988,-117.78,33.68,11.0,1994.0,477.0,849.0,411.0,4.0187,235600.0
2990,-117.79,35.21,4.0,2.0,2.0,6.0,2.0,2.375,137500.0
2991,-117.79,34.45,18.0,2986.0,597.0,1355.0,472.0,3.2765,165000.0
2992,-117.79,34.12,16.0,2426.0,426.0,1319.0,446.0,4.8125,224500.0
2993,-117.79,34.11,18.0,3814.0,721.0,1881.0,692.0,4.4722,215600.0
2995,-117.79,34.02,5.0,18690.0,2862.0,9427.0,2777.0,6.4266,315600.0
2996,-117.79,33.88,17.0,8562.0,1351.0,3822.0,1316.0,6.0829,252600.0
2997,-117.79,33.84,9.0,10484.0,1603.0,4005.0,1419.0,8.3931,365300.0
2998,-117.79,33.8,11.0,10535.0,1620.0,4409.0,1622.0,6.67,283200.0
3004,-117.79,33.73,3.0,8240.0,1410.0,3318.0,1270.0,7.2074,291300.0
3005,-117.79,33.71,16.0,6339.0,862.0,3132.0,825.0,7.1069,313400.0
3006,-117.79,33.71,16.0,3114.0,463.0,1641.0,469.0,6.2162,283200.0
3007,-117.79,33.7,6.0,1593.0,371.0,832.0,379.0,4.4286,239500.0
3008,-117.79,33.7,16.0,6259.0,1098.0,3785.0,1114.0,6.3298,247100.0
3009,-117.79,33.7,16.0,1416.0,249.0,636.0,244.0,5.1741,227700.0
3010,-117.79,33.69,16.0,3067.0,396.0,1275.0,372.0,8.7385,340000.0
3011,-117.79,33.69,16.0,1532.0,240.0,679.0,248.0,5.7115,313900.0
3012,-117.79,33.69,15.0,1875.0,316.0,890.0,316.0,6.5783,244800.0
3013,-117.79,33.68,9.0,1633.0,295.0,928.0,297.0,5.7858,265900.0
3014,-117.79,33.68,16.0,1998.0,308.0,818.0,299.0,6.8722,326100.0
3015,-117.79,33.68,13.0,2636.0,416.0,1137.0,404.0,7.2118,311500.0
3016,-117.79,33.68,10.0,2106.0,319.0,1002.0,332.0,8.735,375300.0
3020,-117.8,34.1,17.0,5153.0,1164.0,2949.0,1083.0,3.5603,174600.0
3021,-117.8,34.05,5.0,4536.0,1178.0,2485.0,909.0,4.1118,125900.0
3024,-117.8,33.92,16.0,5819.0,986.0,2306.0,914.0,4.6315,277500.0
3026,-117.8,33.87,16.0,5954.0,1281.0,3107.0,1209.0,4.2566,206100.0
3028,-117.8,33.83,17.0,2971.0,350.0,1180.0,346.0,11.1228,500001.0
3029,-117.8,33.79,13.0,2021.0,362.0,1081.0,341.0,4.3269,231400.0
3030,-117.8,33.78,18.0,3548.0,474.0,1506.0,449.0,6.925,290300.0
3031,-117.8,33.78,17.0,4138.0,805.0,2442.0,780.0,4.7804,242000.0
3037,-117.8,33.72,16.0,2617.0,506.0,1317.0,511.0,4.821,201400.0
3038,-117.8,33.69,16.0,2745.0,447.0,1429.0,411.0,6.8219,325500.0
3039,-117.8,33.69,15.0,2099.0,322.0,873.0,307.0,7.9887,328000.0
3040,-117.8,33.69,14.0,1800.0,362.0,874.0,373.0,4.2083,251000.0
3041,-117.8,33.69,13.0,1161.0,289.0,630.0,296.0,3.3438,333300.0
3042,-117.8,33.68,8.0,2032.0,349.0,862.0,340.0,6.9133,274100.0
3043,-117.8,33.68,5.0,623.0,146.0,396.0,136.0,3.631,225000.0
3044,-117.8,33.67,5.0,2638.0,521.0,1179.0,480.0,5.7759,240000.0
3045,-117.8,33.67,5.0,2487.0,388.0,1147.0,397.0,8.284,302500.0
3046,-117.8,33.67,4.0,3345.0,552.0,1525.0,539.0,6.7962,329100.0
3047,-117.8,33.66,16.0,2542.0,498.0,1022.0,494.0,4.0,223400.0
3048,-117.8,33.64,8.0,4447.0,713.0,1680.0,705.0,8.8693,450400.0
3049,-117.8,33.63,8.0,32.0,9.0,26.0,11.0,4.1944,270800.0
3050,-117.8,33.63,15.0,3236.0,451.0,1289.0,416.0,11.1121,493000.0
3057,-117.81,34.1,19.0,1935.0,399.0,1126.0,389.0,3.8929,144600.0
3058,-117.81,34.08,13.0,18448.0,2474.0,7775.0,2397.0,7.7876,348900.0
3059,-117.81,34.01,12.0,9197.0,1642.0,4332.0,1554.0,4.9589,282100.0
3060,-117.81,33.89,13.0,3252.0,583.0,1546.0,557.0,5.8243,297900.0
3061,-117.81,33.88,19.0,2968.0,503.0,1430.0,459.0,5.3339,371700.0
3062,-117.81,33.88,19.0,2265.0,283.0,904.0,279.0,9.2327,461300.0
3063,-117.81,33.87,19.0,4491.0,680.0,2457.0,702.0,6.0591,233500.0
3064,-117.81,33.86,18.0,133.0,29.0,95.0,23.0,3.5625,235000.0
3066,-117.81,33.81,19.0,3154.0,390.0,1404.0,384.0,8.9257,431800.0
3076,-117.81,33.73,19.0,5471.0,1345.0,2828.0,1247.0,3.5719,252800.0
3077,-117.81,33.73,19.0,4022.0,975.0,2334.0,954.0,3.0305,140600.0
3078,-117.81,33.69,5.0,1256.0,256.0,880.0,288.0,2.4233,450000.0
3079,-117.81,33.68,8.0,1964.0,413.0,913.0,406.0,5.1583,192200.0
3080,-117.81,33.68,4.0,1545.0,304.0,788.0,296.0,4.5469,500001.0
3081,-117.81,33.67,9.0,3279.0,530.0,1447.0,510.0,7.4581,296600.0
3082,-117.81,33.67,9.0,2435.0,396.0,1194.0,385.0,7.2025,275000.0
3083,-117.81,33.67,9.0,1567.0,299.0,675.0,294.0,5.2124,199600.0
3084,-117.81,33.67,8.0,2440.0,502.0,1113.0,483.0,4.6019,242500.0
3085,-117.81,33.67,8.0,2098.0,342.0,908.0,329.0,7.7589,342900.0
3087,-117.81,33.66,16.0,1414.0,191.0,635.0,230.0,10.0757,383900.0
3088,-117.81,33.64,4.0,1741.0,225.0,811.0,233.0,12.3411,500001.0
3089,-117.81,33.64,16.0,2404.0,349.0,868.0,329.0,11.0138,442100.0
3090,-117.81,33.63,17.0,4477.0,610.0,1798.0,612.0,8.1093,410400.0
3097,-117.82,33.88,18.0,1982.0,300.0,1027.0,324.0,7.0526,327500.0
3098,-117.82,33.88,15.0,5392.0,895.0,2531.0,827.0,6.2185,280300.0
3100,-117.82,33.85,18.0,1810.0,305.0,1189.0,326.0,5.2227,213500.0
3104,-117.82,33.81,19.0,2556.0,304.0,822.0,260.0,9.9055,456900.0
3105,-117.82,33.8,15.0,3207.0,647.0,1414.0,595.0,4.0484,165600.0
3118,-117.82,33.68,3.0,7105.0,1459.0,3068.0,1241.0,6.1395,358000.0
3119,-117.82,33.68,3.0,3068.0,494.0,1357.0,486.0,7.9187,333600.0
3120,-117.82,33.67,15.0,1010.0,274.0,649.0,261.0,2.5197,350000.0
3122,-117.82,33.66,15.0,2460.0,447.0,1049.0,398.0,6.4967,387500.0
3123,-117.82,33.65,18.0,2105.0,302.0,830.0,286.0,6.3822,362500.0
3124,-117.82,33.64,18.0,1974.0,260.0,808.0,278.0,9.8589,500001.0
3128,-117.83,34.1,18.0,11026.0,1978.0,5407.0,1923.0,4.075,231100.0
3129,-117.83,34.01,16.0,9446.0,1650.0,4911.0,1534.0,5.0111,212900.0
3130,-117.83,33.99,14.0,17527.0,2751.0,8380.0,2676.0,6.2734,267000.0
3131,-117.83,33.97,11.0,21533.0,3078.0,9671.0,2890.0,7.0329,368300.0
3132,-117.83,33.93,14.0,1956.0,282.0,671.0,269.0,6.5841,306400.0
3135,-117.83,33.88,18.0,2112.0,340.0,1048.0,315.0,6.9308,231700.0
3136,-117.83,33.87,5.0,6971.0,1449.0,3521.0,1423.0,5.2131,243900.0
3152,-117.83,33.68,4.0,3226.0,838.0,1666.0,800.0,4.1652,184500.0
3153,-117.83,33.67,17.0,2634.0,641.0,1454.0,560.0,3.7976,275000.0
3154,-117.83,33.66,4.0,1011.0,198.0,511.0,198.0,7.9217,296200.0
3155,-117.83,33.66,15.0,2355.0,438.0,747.0,450.0,6.5356,272800.0
3156,-117.83,33.65,9.0,638.0,266.0,426.0,234.0,3.7875,187500.0
3157,-117.83,33.65,8.0,2149.0,426.0,950.0,399.0,4.1103,250400.0
3158,-117.84,35.54,11.0,1751.0,316.0,765.0,296.0,5.0762,98000.0
3159,-117.84,34.63,5.0,6739.0,1251.0,4614.0,1266.0,4.002,115100.0
3163,-117.84,34.1,17.0,7836.0,1624.0,4419.0,1526.0,3.8465,180700.0
3166,-117.84,33.89,19.0,3544.0,542.0,1787.0,560.0,6.7837,264300.0
3176,-117.84,33.77,14.0,4412.0,952.0,1656.0,874.0,4.3292,206500.0
3179,-117.84,33.76,14.0,1458.0,423.0,615.0,365.0,4.2798,218800.0
3180,-117.84,33.75,16.0,4367.0,1161.0,2164.0,1005.0,4.0214,139500.0
3185,-117.84,33.66,5.0,665.0,171.0,384.0,171.0,4.5833,230400.0
3186,-117.84,33.66,5.0,1688.0,430.0,857.0,402.0,3.7857,231600.0
3187,-117.84,33.65,4.0,1649.0,456.0,1030.0,411.0,2.2262,225000.0
3188,-117.84,33.64,11.0,6840.0,1689.0,6083.0,1629.0,2.4132,198300.0
3196,-117.85,34.09,16.0,4556.0,639.0,2066.0,651.0,6.4667,263900.0
3200,-117.85,33.92,11.0,3331.0,410.0,1460.0,416.0,8.0287,371800.0
3205,-117.85,33.88,14.0,4753.0,681.0,2138.0,678.0,7.3658,288500.0
3206,-117.85,33.86,18.0,329.0,72.0,209.0,71.0,4.6806,187500.0
3207,-117.85,33.85,17.0,4678.0,1065.0,2427.0,1020.0,4.2276,254100.0
3219,-117.85,33.77,16.0,2186.0,511.0,908.0,466.0,4.575,225000.0
3222,-117.85,33.74,19.0,1248.0,357.0,1214.0,328.0,2.7059,159800.0
3224,-117.85,33.62,18.0,729.0,105.0,316.0,108.0,10.3893,500001.0
3225,-117.85,33.61,14.0,4340.0,741.0,1505.0,670.0,7.5674,500001.0
3236,-117.86,34.02,19.0,6300.0,937.0,3671.0,943.0,5.9716,262100.0
3237,-117.86,34.01,16.0,4632.0,761.0,3038.0,727.0,5.1762,264400.0
3238,-117.86,33.99,10.0,17820.0,2812.0,8686.0,2666.0,6.3875,310700.0
3239,-117.86,33.91,16.0,2889.0,423.0,1227.0,401.0,6.4514,270800.0
3241,-117.86,33.9,17.0,1452.0,188.0,630.0,194.0,6.9113,285200.0
3243,-117.86,33.88,19.0,1621.0,328.0,871.0,322.0,3.7361,201400.0
3244,-117.86,33.87,19.0,1591.0,279.0,891.0,237.0,5.6573,216000.0
3245,-117.86,33.87,12.0,1600.0,251.0,685.0,256.0,5.1784,254000.0
3246,-117.86,33.85,17.0,1131.0,236.0,622.0,244.0,4.9306,158500.0
3247,-117.86,33.84,19.0,1725.0,392.0,920.0,400.0,3.0087,159400.0
3248,-117.86,33.82,9.0,1682.0,291.0,1015.0,271.0,6.6603,230900.0
3258,-117.86,33.75,6.0,1565.0,599.0,3157.0,629.0,2.9271,123200.0
3259,-117.86,33.75,5.0,187.0,49.0,207.0,51.0,1.8,154200.0
3262,-117.86,33.75,13.0,1632.0,598.0,3356.0,659.0,1.5054,137500.0
3263,-117.86,33.74,9.0,525.0,171.0,1257.0,165.0,3.375,165300.0
3275,-117.86,33.67,16.0,20.0,5.0,15.0,5.0,3.875,450000.0
3276,-117.86,33.65,4.0,3618.0,767.0,1326.0,714.0,5.4284,500001.0
3277,-117.86,33.63,17.0,3095.0,551.0,1175.0,534.0,5.3099,500001.0
3279,-117.86,33.62,17.0,2975.0,371.0,1247.0,398.0,10.1989,500001.0
3280,-117.86,33.61,15.0,3191.0,482.0,930.0,447.0,8.6001,500001.0
3282,-117.87,35.73,13.0,2566.0,449.0,1181.0,414.0,4.1518,91800.0
3289,-117.87,34.1,15.0,6409.0,1363.0,3359.0,1267.0,3.875,173300.0
3296,-117.87,34.04,7.0,27700.0,4179.0,15037.0,4072.0,6.6288,339700.0
3297,-117.87,33.92,14.0,4039.0,669.0,1905.0,670.0,6.3303,303000.0
3301,-117.87,33.89,19.0,1674.0,243.0,786.0,234.0,6.4218,275000.0
3302,-117.87,33.89,17.0,1441.0,530.0,769.0,456.0,2.425,171700.0
3307,-117.87,33.87,7.0,2663.0,642.0,1367.0,677.0,4.6563,162400.0
3308,-117.87,33.87,16.0,1332.0,368.0,1534.0,295.0,3.0227,297100.0
3309,-117.87,33.87,15.0,1898.0,476.0,1766.0,455.0,2.4929,158500.0
3311,-117.87,33.86,19.0,2232.0,448.0,1149.0,417.0,3.1534,324400.0
3314,-117.87,33.84,17.0,2395.0,410.0,1224.0,399.0,5.1182,249200.0
3315,-117.87,33.84,10.0,3381.0,729.0,1584.0,636.0,5.3812,235400.0
3317,-117.87,33.81,15.0,3082.0,536.0,1268.0,531.0,3.7604,280100.0
3320,-117.87,33.78,19.0,2813.0,567.0,1334.0,596.0,4.7208,173500.0
3324,-117.87,33.75,18.0,697.0,255.0,812.0,221.0,2.6635,162500.0
3325,-117.87,33.75,12.0,2782.0,1077.0,1968.0,795.0,0.971,102500.0
3331,-117.87,33.71,16.0,3397.0,686.0,1924.0,621.0,4.9148,155500.0
3332,-117.87,33.71,13.0,1087.0,340.0,817.0,342.0,3.5326,262500.0
3333,-117.87,33.7,17.0,3216.0,607.0,1916.0,618.0,4.9153,266400.0
3334,-117.87,33.69,4.0,2337.0,768.0,983.0,655.0,3.7174,275000.0
3336,-117.87,33.63,9.0,6163.0,1004.0,1912.0,903.0,10.8289,500001.0
3337,-117.87,33.62,8.0,1266.0,210.0,375.0,183.0,9.802,500001.0
3338,-117.87,33.62,15.0,2209.0,275.0,735.0,274.0,15.0001,500001.0
3352,-117.88,34.11,18.0,2923.0,670.0,1751.0,656.0,3.2383,157000.0
3357,-117.88,34.01,16.0,6756.0,1332.0,4429.0,1299.0,4.7589,178200.0
3359,-117.88,33.96,16.0,19059.0,3079.0,10988.0,3061.0,5.5469,265200.0
3360,-117.88,33.93,17.0,6100.0,861.0,2771.0,866.0,7.6486,306700.0
3362,-117.88,33.89,19.0,3583.0,911.0,2300.0,871.0,3.0214,218400.0
3363,-117.88,33.89,18.0,1616.0,532.0,866.0,496.0,3.6435,119100.0
3364,-117.88,33.89,17.0,3218.0,923.0,1701.0,824.0,3.6946,265500.0
3365,-117.88,33.89,16.0,959.0,176.0,353.0,185.0,4.5,173300.0
3370,-117.88,33.85,18.0,2705.0,713.0,2726.0,674.0,2.7759,200000.0
3376,-117.88,33.82,17.0,2247.0,705.0,1382.0,618.0,3.8631,225000.0
3383,-117.88,33.75,10.0,1823.0,590.0,2176.0,548.0,1.5026,151800.0
3387,-117.88,33.74,19.0,2261.0,642.0,3545.0,635.0,2.5224,148500.0
3388,-117.88,33.74,16.0,1444.0,446.0,2329.0,441.0,3.1691,159400.0
3394,-117.88,33.7,18.0,2135.0,373.0,1464.0,405.0,5.4836,225800.0
3395,-117.88,33.7,17.0,5122.0,1544.0,2966.0,1339.0,3.4835,116700.0
3396,-117.88,33.7,16.0,1505.0,358.0,835.0,339.0,3.8029,205400.0
3400,-117.88,33.64,16.0,3615.0,570.0,1209.0,559.0,8.5574,392200.0
3404,-117.89,34.14,15.0,4644.0,967.0,2855.0,867.0,3.3654,222100.0
3425,-117.89,33.98,5.0,3088.0,711.0,1415.0,641.0,2.5125,184500.0
3427,-117.89,33.92,8.0,2120.0,544.0,1281.0,470.0,3.4954,159500.0
3428,-117.89,33.92,17.0,2936.0,555.0,1381.0,535.0,5.4617,190300.0
3429,-117.89,33.92,14.0,1562.0,373.0,609.0,328.0,2.3935,125000.0
3431,-117.89,33.9,16.0,1426.0,216.0,652.0,226.0,6.5284,288700.0
3432,-117.89,33.89,17.0,1671.0,192.0,678.0,206.0,13.1107,467600.0
3435,-117.89,33.88,15.0,1655.0,626.0,1549.0,582.0,1.9127,175000.0
3439,-117.89,33.85,13.0,1583.0,474.0,1672.0,432.0,3.2303,201300.0
3445,-117.89,33.82,18.0,3197.0,809.0,1894.0,726.0,3.6761,140500.0
3447,-117.89,33.78,16.0,6352.0,1747.0,5085.0,1649.0,2.8835,193800.0
3460,-117.89,33.71,16.0,1591.0,225.0,926.0,239.0,6.2452,266300.0
3461,-117.89,33.7,13.0,1857.0,572.0,838.0,525.0,3.2386,129200.0
3462,-117.89,33.68,8.0,5278.0,1575.0,2389.0,1371.0,3.3409,181300.0
3469,-117.89,33.61,16.0,2413.0,559.0,656.0,423.0,6.3017,350000.0
3472,-117.9,34.13,5.0,1126.0,316.0,819.0,311.0,1.5,139800.0
3489,-117.9,34.04,15.0,11989.0,2185.0,6652.0,2081.0,4.5554,278300.0
3490,-117.9,34.02,15.0,14058.0,2486.0,8997.0,2497.0,5.0704,226200.0
